segment,loan_id,borrower,exposure_inr_lakh,bureau_score,score_migration_3m,dpd_current,dpd_trend_6m,emi_bounce_6m,util_ratio,util_spike_3m,cashflow_coverage,salary_regularity,balance_volatility,new_enquiries_3m,leverage_buildup,ltv_drift,gst_filing_gap_m,interest_coverage,news_adverse_severity,legal_event_flag,call_sentiment_drift,hardship_mentions_6m,audit_qualified_flag,web_footprint_decline,default_12m,true_pd,vintage
Retail Unsecured,LN111398,Borrower-11398,47.0,689.0,-6.0,15,-0.24,0,0.354,0.092,2.12,0.634,0.711,0,-0.006,0.0,0,,0.0,0,0.004,0,0,0.0,0,0.0001,oot
Microfinance,LN111399,Borrower-11399,15.5,778.0,29.0,0,0.43,0,0.577,-0.047,1.76,0.742,0.249,0,-0.038,0.0,0,,0.0,0,0.168,0,0,0.0,0,0.0,oot
SME,LN111400,Borrower-11400,41.8,642.0,-37.0,0,0.19,0,0.306,0.034,1.49,0.893,0.677,1,-0.015,0.0,0,4.03,0.0,0,-0.479,0,0,0.288,0,0.0697,oot
Retail Secured,LN111401,Borrower-11401,72.9,628.0,-21.0,15,0.77,0,0.388,0.046,1.33,0.913,0.1,1,-0.296,-0.086,0,,0.0,0,-0.237,0,0,0.0,0,0.0003,oot
Retail Unsecured,LN111402,Borrower-11402,40.8,590.0,12.0,0,-1.58,0,0.356,0.114,1.58,0.845,0.279,0,-0.213,0.0,0,,0.0,0,0.068,1,0,0.0,0,0.0,oot
Retail Unsecured,LN111403,Borrower-11403,12.2,785.0,12.0,5,1.31,1,0.106,0.17,0.82,0.736,0.117,1,0.064,0.0,0,,0.0,0,-0.143,1,0,0.0,0,0.1525,oot
SME,LN111404,Borrower-11404,100.6,772.0,30.0,0,-0.52,0,0.804,-0.112,1.99,0.917,0.28,0,-0.198,0.0,0,0.87,0.0,0,0.076,1,0,0.029,0,0.0,oot
Retail Secured,LN111405,Borrower-11405,55.5,699.0,-41.0,35,-0.13,0,0.649,-0.085,2.5,0.948,0.432,0,0.032,-0.057,0,,0.0,0,0.09,1,0,0.0,0,0.0015,oot
SME,LN111406,Borrower-11406,25.3,645.0,15.0,0,-1.76,0,0.483,0.128,3.61,0.887,0.747,1,0.435,0.0,0,3.25,0.0,0,0.532,0,0,0.225,0,0.0,oot
Retail Secured,LN111407,Borrower-11407,24.0,761.0,-22.0,35,-0.1,0,0.625,-0.01,1.97,0.775,0.087,1,-0.147,-0.033,0,,0.0,0,0.038,0,0,0.0,0,0.0001,oot
Retail Secured,LN111408,Borrower-11408,37.0,867.0,8.0,15,-0.02,0,0.349,0.043,0.62,0.692,0.339,0,0.491,0.028,0,,0.0,0,-0.011,0,0,0.0,0,0.0011,oot
Retail Unsecured,LN111409,Borrower-11409,17.4,702.0,-1.0,0,-0.08,0,0.374,-0.145,2.41,0.742,0.074,0,-0.238,0.0,0,,0.0,0,0.029,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111410,Borrower-11410,4.1,649.0,15.0,5,-0.74,0,0.209,-0.026,1.57,0.904,0.137,0,-0.257,0.0,0,,0.0,0,-0.571,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111411,Borrower-11411,56.0,783.0,-4.0,35,-1.22,0,0.449,0.104,1.75,0.795,0.149,2,0.317,0.0,0,,0.0,0,0.856,0,0,0.0,0,0.0,oot
SME,LN111412,Borrower-11412,52.4,653.0,18.0,5,0.64,1,0.469,0.041,1.37,0.821,0.207,1,0.488,0.0,1,3.15,0.0,0,0.009,0,0,0.0,0,0.0482,oot
Retail Secured,LN111413,Borrower-11413,2.0,695.0,-15.0,35,-1.74,0,0.289,-0.006,2.25,0.756,0.428,0,0.114,-0.035,0,,0.0,0,-0.079,1,0,0.0,0,0.0,oot
Microfinance,LN111414,Borrower-11414,43.0,570.0,-1.0,35,0.8,0,0.535,-0.228,1.25,0.94,0.057,1,0.302,0.0,0,,0.0,0,-0.052,0,0,0.0,0,0.0186,oot
SME,LN111415,Borrower-11415,169.4,698.0,3.0,15,1.69,0,0.603,-0.171,1.47,0.548,0.147,3,-0.22,0.0,0,3.09,0.0,0,0.124,0,0,0.047,0,0.007,oot
SME,LN111416,Borrower-11416,7.1,645.0,30.0,35,2.22,0,0.476,0.116,0.92,0.758,0.126,1,-0.234,0.0,0,5.79,0.0,0,0.135,0,0,0.0,0,0.0189,oot
Retail Secured,LN111417,Borrower-11417,22.6,784.0,15.0,35,-1.08,2,0.395,0.055,1.46,0.8,0.244,1,-0.202,-0.083,0,,0.0,0,0.351,0,0,0.0,0,0.0001,oot
SME,LN111418,Borrower-11418,20.1,661.0,4.0,0,0.59,0,0.451,0.041,1.87,0.868,0.734,1,-0.202,0.0,1,3.04,0.0,0,-0.213,0,0,0.098,0,0.0006,oot
Microfinance,LN111419,Borrower-11419,152.4,758.0,12.0,5,-0.56,0,0.051,0.123,1.97,0.93,0.338,1,0.177,0.0,0,,0.0,0,0.092,0,0,0.0,0,0.0,oot
SME,LN111420,Borrower-11420,84.2,709.0,20.0,5,1.22,0,0.448,0.05,1.83,0.622,0.134,2,-0.003,0.0,0,5.5,0.0,0,0.783,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111421,Borrower-11421,9.3,722.0,7.0,0,0.39,0,0.374,-0.104,0.76,0.72,0.131,2,0.172,0.0,0,,0.0,0,0.066,0,0,0.0,0,0.0001,oot
SME,LN111422,Borrower-11422,35.7,744.0,-18.0,5,-0.29,0,0.491,0.033,0.74,0.624,0.232,1,0.027,0.0,0,4.42,0.0,0,0.488,0,0,0.572,0,0.0024,oot
Retail Unsecured,LN111423,Borrower-11423,308.9,712.0,11.0,35,-0.91,1,0.132,0.041,1.96,0.984,0.613,0,0.214,0.0,0,,0.0,0,-0.243,0,0,0.0,0,0.0002,oot
Retail Unsecured,LN111424,Borrower-11424,12.3,679.0,-1.0,15,-0.37,0,0.269,0.017,2.92,0.667,0.488,2,0.127,0.0,0,,0.0,0,0.006,0,0,0.0,0,0.0,oot
SME,LN111425,Borrower-11425,24.2,670.0,-6.0,0,-0.67,0,0.188,0.052,1.25,0.798,0.107,0,0.088,0.0,0,3.88,0.0,0,-0.387,0,0,0.01,0,0.0,oot
Mid Corporate,LN111426,Borrower-11426,43.2,743.0,-14.0,0,-0.02,0,0.323,-0.019,2.05,0.679,0.439,1,-0.159,0.0,0,2.88,0.368,0,-0.157,0,0,0.066,0,0.0002,oot
Retail Unsecured,LN111427,Borrower-11427,12.5,610.0,10.0,35,0.03,0,0.634,-0.04,1.53,0.812,0.298,0,0.096,0.0,0,,0.0,0,-0.138,0,0,0.0,0,0.001,oot
Retail Unsecured,LN111428,Borrower-11428,170.6,807.0,9.0,0,-0.55,0,0.359,-0.012,1.98,0.679,0.105,1,-0.549,0.0,0,,0.0,0,0.36,0,0,0.0,0,0.0,oot
Mid Corporate,LN111429,Borrower-11429,14.6,722.0,-17.0,0,-0.64,0,0.429,0.109,1.67,0.661,0.894,0,-0.6,0.0,2,2.93,0.0,0,-0.413,0,0,0.0,0,0.0001,oot
Retail Unsecured,LN111430,Borrower-11430,5.3,696.0,-20.0,15,0.63,0,0.516,0.204,1.69,0.964,0.341,0,-0.03,0.0,0,,0.0,0,0.041,0,0,0.0,0,0.001,oot
Retail Unsecured,LN111431,Borrower-11431,13.8,730.0,34.0,0,0.7,0,0.655,0.003,1.29,0.767,0.239,2,0.053,0.0,0,,0.0,0,0.046,0,0,0.0,0,0.0,oot
SME,LN111432,Borrower-11432,50.3,682.0,15.0,0,-0.81,1,0.171,0.092,1.6,0.97,0.119,2,-0.266,0.0,0,3.36,0.0,0,0.038,0,0,0.0,0,0.0,oot
Mid Corporate,LN111433,Borrower-11433,10.2,705.0,2.0,15,-0.05,0,0.086,0.064,1.75,0.644,0.136,0,0.151,0.0,0,3.21,0.0,0,0.44,0,0,0.05,0,0.0,oot
Retail Secured,LN111434,Borrower-11434,34.2,653.0,11.0,0,-0.86,0,0.342,0.247,1.12,0.966,0.112,0,-0.005,0.017,0,,0.0,0,0.1,0,0,0.0,0,0.0,oot
Retail Secured,LN111435,Borrower-11435,45.5,736.0,-8.0,0,2.61,0,0.483,0.209,1.99,0.827,0.121,0,-0.024,0.12,0,,0.0,0,0.34,0,0,0.0,0,0.0008,oot
Retail Unsecured,LN111436,Borrower-11436,6.5,711.0,-3.0,15,-0.94,1,0.424,0.012,1.38,0.724,0.77,1,-0.187,0.0,0,,0.0,0,0.224,0,0,0.0,0,0.0006,oot
Retail Unsecured,LN111437,Borrower-11437,13.2,725.0,0.0,0,0.25,0,0.652,-0.047,3.22,0.494,0.896,2,0.01,0.0,0,,0.0,0,0.009,0,0,0.0,0,0.0,oot
SME,LN111438,Borrower-11438,36.0,797.0,17.0,15,0.45,0,0.775,-0.244,2.11,0.657,0.073,1,0.154,0.0,0,4.67,0.0,0,0.135,0,0,0.088,0,0.0,oot
Mid Corporate,LN111439,Borrower-11439,53.1,671.0,-25.0,15,-0.67,0,0.494,0.024,2.11,0.938,0.118,0,-0.217,0.0,0,2.55,0.0,0,0.362,1,0,0.0,0,0.0,oot
Retail Unsecured,LN111440,Borrower-11440,13.6,708.0,-18.0,35,-0.86,1,0.335,0.033,1.44,0.764,0.168,1,-0.127,0.0,0,,0.603,0,-0.142,0,0,0.0,0,0.2834,oot
Retail Unsecured,LN111441,Borrower-11441,29.0,624.0,-22.0,0,-0.28,0,0.83,0.02,1.95,0.597,0.228,1,0.186,0.0,0,,0.0,0,-0.148,0,0,0.0,0,0.0008,oot
Retail Unsecured,LN111442,Borrower-11442,18.0,745.0,15.0,0,-0.87,0,0.232,0.032,1.91,0.844,0.257,0,0.089,0.0,0,,0.0,0,0.095,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111443,Borrower-11443,54.6,714.0,-2.0,15,0.19,0,0.462,0.072,0.65,0.9,0.19,2,0.041,0.0,0,,0.0,0,0.183,0,0,0.0,0,0.001,oot
Retail Unsecured,LN111444,Borrower-11444,43.4,716.0,-16.0,0,-0.85,0,0.624,-0.006,1.77,0.959,0.574,0,-0.342,0.0,0,,0.0,0,0.211,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111445,Borrower-11445,16.3,706.0,-4.0,35,0.15,0,0.615,-0.122,2.79,0.597,0.447,0,0.089,0.0,0,,0.0,0,0.067,0,0,0.0,0,0.0001,oot
SME,LN111446,Borrower-11446,41.5,683.0,-11.0,5,-2.06,0,0.408,0.062,0.57,0.707,0.372,0,0.274,0.0,0,4.86,0.0,0,-0.304,1,0,0.0,0,0.0013,oot
Retail Unsecured,LN111447,Borrower-11447,15.6,852.0,-26.0,0,-0.81,0,0.094,-0.001,2.5,0.694,0.329,0,-0.023,0.0,0,,0.0,0,0.397,0,0,0.0,0,0.0,oot
SME,LN111448,Borrower-11448,40.6,717.0,23.0,0,-0.42,0,0.33,-0.059,2.33,0.702,0.318,0,0.158,0.0,0,2.04,0.0,0,-0.367,0,1,0.0,0,0.0002,oot
Retail Secured,LN111449,Borrower-11449,41.2,731.0,-3.0,5,1.0,0,0.615,0.244,0.93,0.703,0.26,1,0.349,-0.196,0,,0.414,0,-0.101,1,0,0.0,1,0.8658,oot
Mid Corporate,LN111450,Borrower-11450,333.0,652.0,23.0,15,-1.85,0,0.641,0.023,1.11,0.923,0.295,0,0.08,0.0,0,1.46,0.0,0,0.243,0,0,0.046,0,0.0,oot
Microfinance,LN111451,Borrower-11451,16.9,764.0,-26.0,0,1.02,0,0.232,-0.064,2.03,0.743,0.746,0,-0.199,0.0,0,,0.0,0,0.083,0,0,0.056,0,0.0001,oot
Retail Secured,LN111452,Borrower-11452,21.0,708.0,9.0,0,0.66,0,0.066,0.06,0.48,0.813,0.477,0,-0.274,-0.036,0,,0.0,0,0.075,1,0,0.0,0,0.0001,oot
Retail Unsecured,LN111453,Borrower-11453,12.0,740.0,-26.0,15,-1.79,0,0.272,0.27,1.82,0.634,0.382,1,0.037,0.0,0,,0.0,0,-0.027,0,0,0.0,0,0.0,oot
SME,LN111454,Borrower-11454,7.9,765.0,44.0,0,0.54,0,0.323,0.07,2.13,0.869,0.102,0,-0.6,0.0,0,2.57,0.0,0,0.009,0,0,0.189,0,0.0,oot
Retail Unsecured,LN111455,Borrower-11455,14.8,709.0,-31.0,0,-0.93,0,0.32,-0.054,2.06,0.865,1.041,0,0.015,0.0,0,,0.0,0,0.014,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111456,Borrower-11456,51.0,678.0,32.0,0,0.57,1,0.481,0.302,1.39,0.931,0.513,2,0.02,0.0,0,,0.0,0,-0.054,0,0,0.0,0,0.0034,oot
Retail Unsecured,LN111457,Borrower-11457,55.2,587.0,-0.0,0,0.63,0,0.245,0.069,1.7,0.94,0.044,0,-0.138,0.0,0,,0.0,0,0.344,0,0,0.0,0,0.0,oot
Mid Corporate,LN111458,Borrower-11458,34.0,694.0,-3.0,5,0.79,0,0.229,0.059,1.75,0.651,0.532,0,-0.487,0.0,0,2.7,0.0,0,0.153,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111459,Borrower-11459,17.7,677.0,11.0,35,-0.57,0,0.189,-0.085,1.68,0.756,0.33,1,0.137,0.0,0,,0.0,0,-0.227,0,0,0.0,0,0.0001,oot
Retail Secured,LN111460,Borrower-11460,14.3,652.0,-17.0,0,0.68,0,0.23,-0.002,1.69,0.839,0.107,5,0.107,-0.135,0,,0.197,0,0.243,0,0,0.0,0,0.0013,oot
Retail Secured,LN111461,Borrower-11461,8.9,795.0,14.0,0,1.54,0,0.606,0.104,2.46,0.845,0.261,0,0.026,-0.031,0,,0.689,0,0.047,0,0,0.0,0,0.0017,oot
SME,LN111462,Borrower-11462,13.3,769.0,15.0,15,-0.29,1,0.556,0.095,1.31,0.964,0.227,0,0.018,0.0,1,4.32,0.0,0,-0.247,0,0,0.0,0,0.0019,oot
Retail Unsecured,LN111463,Borrower-11463,5.9,614.0,0.0,15,-0.16,0,0.368,-0.255,2.55,0.914,0.381,0,-0.126,0.0,0,,0.0,0,-0.076,0,0,0.0,0,0.0,oot
Mid Corporate,LN111464,Borrower-11464,109.3,723.0,5.0,0,0.71,2,0.102,-0.037,2.68,0.89,0.318,0,0.64,0.0,1,2.73,0.0,0,0.131,0,0,0.0,0,0.0027,oot
SME,LN111465,Borrower-11465,185.1,670.0,35.0,0,-2.85,0,0.405,0.035,1.08,0.734,0.195,0,0.143,0.0,2,3.68,0.0,0,0.07,0,0,0.0,0,0.0,oot
Retail Secured,LN111466,Borrower-11466,2.9,735.0,12.0,15,-0.98,0,0.202,-0.166,1.19,0.826,0.267,2,0.539,-0.077,0,,0.0,0,-0.597,0,0,0.0,0,0.0001,oot
Retail Secured,LN111467,Borrower-11467,33.7,671.0,-14.0,35,1.01,0,0.229,-0.196,0.41,0.799,0.892,2,-0.356,-0.061,0,,0.0,0,-0.375,0,0,0.0,1,0.2525,oot
SME,LN111468,Borrower-11468,33.1,685.0,14.0,15,0.15,1,0.468,0.122,0.65,0.909,0.113,3,0.055,0.0,1,0.64,0.0,0,-0.368,0,0,0.0,1,0.3579,oot
SME,LN111469,Borrower-11469,30.9,768.0,-10.0,5,-0.22,0,0.547,0.0,1.08,0.511,0.14,0,-0.173,0.0,1,4.9,0.0,0,-0.003,0,0,0.0,0,0.0002,oot
Retail Secured,LN111470,Borrower-11470,12.8,760.0,-13.0,5,-0.94,0,0.304,-0.04,1.27,0.87,0.384,0,0.21,-0.114,0,,0.0,0,0.274,0,0,0.0,0,0.0,oot
Retail Secured,LN111471,Borrower-11471,75.5,798.0,9.0,5,0.03,1,0.847,-0.031,1.8,0.734,0.429,1,-0.144,0.052,0,,0.0,0,-0.067,0,0,0.0,0,0.0003,oot
Retail Unsecured,LN111472,Borrower-11472,38.5,703.0,-18.0,0,-0.53,0,0.242,0.07,1.17,0.817,0.319,2,0.006,0.0,0,,0.0,0,0.053,0,0,0.0,0,0.0001,oot
Retail Unsecured,LN111473,Borrower-11473,76.5,635.0,1.0,0,-1.75,0,0.591,0.061,1.31,0.755,0.299,2,0.759,0.0,0,,0.0,0,-0.046,0,0,0.0,0,0.0002,oot
Retail Unsecured,LN111474,Borrower-11474,10.9,766.0,12.0,35,1.3,0,0.474,0.101,2.58,0.999,0.057,0,-0.452,0.0,0,,0.0,1,-0.225,0,0,0.0,0,0.0202,oot
Retail Unsecured,LN111475,Borrower-11475,5.4,766.0,34.0,15,-0.69,1,0.231,0.046,2.42,0.924,0.201,1,-0.118,0.0,0,,0.0,0,-0.34,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111476,Borrower-11476,39.6,750.0,11.0,0,-0.27,0,0.353,0.084,1.78,0.82,0.088,0,0.054,0.0,0,,0.0,0,0.388,0,0,0.0,0,0.0,oot
Mid Corporate,LN111477,Borrower-11477,8.5,674.0,-26.0,0,-1.78,0,0.577,0.117,2.82,0.945,0.332,4,0.028,0.0,1,4.39,0.0,0,0.343,0,0,0.311,0,0.0,oot
SME,LN111478,Borrower-11478,78.3,656.0,-24.0,0,-0.54,1,0.453,0.166,1.39,0.817,0.127,1,-0.082,0.0,0,2.66,0.0,0,-0.079,0,0,0.0,0,0.001,oot
Mid Corporate,LN111479,Borrower-11479,2.4,744.0,31.0,15,1.01,0,0.547,0.034,1.37,0.771,0.182,0,-0.418,0.0,0,0.2,0.0,0,-0.31,0,0,0.252,0,0.0001,oot
SME,LN111480,Borrower-11480,14.7,666.0,-11.0,0,0.93,0,0.652,0.002,2.06,0.658,0.679,0,-0.137,0.0,0,3.71,0.0,0,0.227,0,0,0.0,0,0.0001,oot
SME,LN111481,Borrower-11481,12.5,698.0,-27.0,35,0.03,0,0.341,0.165,1.98,0.637,0.271,1,0.284,0.0,0,3.75,0.0,0,-0.143,1,0,0.0,0,0.4506,oot
Retail Unsecured,LN111482,Borrower-11482,17.0,875.0,-18.0,0,-0.62,0,0.592,-0.106,1.7,0.939,0.259,1,-0.017,0.0,0,,0.0,0,0.655,0,0,0.0,0,0.0,oot
SME,LN111483,Borrower-11483,32.7,832.0,14.0,5,0.03,0,0.319,-0.077,1.24,0.897,0.244,1,0.204,0.0,0,2.85,0.0,0,-0.392,1,0,0.0,0,0.0006,oot
Retail Unsecured,LN111484,Borrower-11484,37.9,759.0,2.0,0,0.51,1,0.218,0.081,1.57,0.721,0.4,1,-0.537,0.0,0,,0.0,0,-0.361,0,0,0.0,0,0.0002,oot
Retail Secured,LN111485,Borrower-11485,49.6,679.0,12.0,0,-1.5,0,0.15,0.105,1.74,0.916,0.262,3,0.318,0.168,0,,0.0,0,-0.667,0,0,0.0,0,0.0,oot
Microfinance,LN111486,Borrower-11486,56.3,675.0,-1.0,0,0.25,0,0.407,-0.085,1.06,0.823,1.032,0,-0.433,0.0,0,,0.0,0,-0.144,0,0,0.018,0,0.0001,oot
Mid Corporate,LN111487,Borrower-11487,20.3,754.0,-20.0,15,0.77,0,0.602,0.059,1.26,0.949,0.044,0,-0.138,0.0,1,1.08,0.0,0,0.287,0,0,0.0,0,0.0008,oot
Retail Unsecured,LN111488,Borrower-11488,249.5,797.0,-32.0,0,-0.06,1,0.128,-0.02,1.24,0.866,0.056,0,-0.265,0.0,0,,0.0,0,-0.098,0,0,0.0,0,0.0001,oot
SME,LN111489,Borrower-11489,112.8,687.0,-15.0,15,-0.02,1,0.763,-0.037,1.3,0.67,0.282,1,-0.013,0.0,1,6.27,0.0,0,-0.454,0,0,0.086,0,0.5657,oot
Retail Unsecured,LN111490,Borrower-11490,17.4,690.0,2.0,0,-0.73,0,0.554,0.016,1.31,0.527,0.54,0,0.093,0.0,0,,0.0,0,-0.464,0,0,0.0,0,0.0002,oot
Retail Unsecured,LN111491,Borrower-11491,21.1,720.0,-21.0,15,0.3,1,0.144,0.103,1.4,0.594,0.096,2,-0.397,0.0,0,,0.0,0,-0.552,0,0,0.0,0,0.042,oot
Retail Unsecured,LN111492,Borrower-11492,17.0,639.0,18.0,0,1.61,0,0.72,0.135,0.92,0.861,0.156,0,0.121,0.0,0,,0.0,0,0.072,0,0,0.0,0,0.0013,oot
Retail Unsecured,LN111493,Borrower-11493,36.6,640.0,-18.0,35,1.41,0,0.243,0.154,1.28,0.863,0.135,0,0.31,0.0,0,,0.0,0,-0.517,0,0,0.0,0,0.5789,oot
SME,LN111494,Borrower-11494,8.4,650.0,-30.0,0,-0.58,0,0.445,0.047,1.87,0.958,0.289,0,0.361,0.0,0,4.26,0.0,0,-0.216,0,0,0.057,0,0.0001,oot
Retail Secured,LN111495,Borrower-11495,10.3,745.0,0.0,0,-0.37,0,0.395,-0.054,1.91,0.96,1.28,2,0.133,0.114,0,,0.0,0,0.055,1,0,0.0,0,0.001,oot
Retail Unsecured,LN111496,Borrower-11496,2.3,730.0,14.0,5,1.37,0,0.065,-0.017,1.71,0.534,0.288,3,-0.135,0.0,0,,0.0,0,0.385,0,0,0.0,0,0.0,oot
Microfinance,LN111497,Borrower-11497,15.8,778.0,27.0,0,0.59,0,0.574,-0.013,1.3,0.854,0.203,1,-0.053,0.0,0,,0.0,0,0.216,0,0,0.183,0,0.0,oot
Retail Secured,LN111498,Borrower-11498,79.1,619.0,-29.0,0,0.57,0,0.64,-0.141,1.25,0.543,1.179,0,-0.254,-0.073,0,,0.0,0,0.055,1,0,0.0,0,0.0137,oot
Retail Secured,LN111499,Borrower-11499,20.8,632.0,26.0,0,-1.81,0,0.525,-0.125,1.04,0.396,0.241,1,0.127,-0.036,0,,0.0,0,0.635,0,0,0.0,0,0.0,oot
Retail Secured,LN111500,Borrower-11500,22.1,740.0,3.0,0,0.91,0,0.139,-0.28,1.65,0.927,0.421,1,-0.231,0.05,0,,0.0,0,-0.26,0,0,0.0,0,0.0,oot
Retail Secured,LN111501,Borrower-11501,33.3,667.0,-11.0,15,-0.28,1,0.269,-0.054,1.94,0.975,0.065,0,0.021,0.033,0,,0.0,0,0.1,0,0,0.0,0,0.0,oot
Retail Secured,LN111502,Borrower-11502,8.1,671.0,12.0,35,0.23,1,0.842,-0.108,2.38,0.638,0.192,0,-0.221,-0.041,0,,0.0,0,0.145,0,0,0.0,0,0.0001,oot
SME,LN111503,Borrower-11503,25.2,771.0,24.0,0,-0.71,0,0.474,0.029,2.07,0.788,0.078,3,-0.008,0.0,1,2.86,0.0,0,-0.199,0,0,0.007,0,0.0,oot
Mid Corporate,LN111504,Borrower-11504,65.3,685.0,-30.0,35,1.65,0,0.169,-0.047,2.06,0.764,0.402,2,0.356,0.0,0,0.2,0.0,0,-0.265,0,0,0.096,0,0.4139,oot
Retail Unsecured,LN111505,Borrower-11505,34.4,691.0,-8.0,15,-0.97,0,0.357,0.177,1.76,0.909,0.328,2,0.079,0.0,0,,0.0,0,-0.052,0,0,0.0,0,0.0001,oot
Retail Secured,LN111506,Borrower-11506,72.0,701.0,-10.0,0,1.95,1,0.531,0.076,1.82,0.633,0.457,0,0.078,0.086,0,,0.429,0,-0.022,0,0,0.0,1,0.942,oot
Retail Unsecured,LN111507,Borrower-11507,98.5,705.0,11.0,0,0.03,0,0.669,-0.38,1.41,0.861,0.197,1,0.119,0.0,0,,0.0,0,-0.515,0,0,0.0,0,0.0,oot
Mid Corporate,LN111508,Borrower-11508,50.8,753.0,26.0,15,-0.17,2,0.0,-0.124,1.05,0.94,0.419,1,0.272,0.0,2,3.12,0.0,0,-0.165,1,0,0.0,0,0.1394,oot
Retail Unsecured,LN111509,Borrower-11509,11.2,648.0,1.0,5,-0.88,0,0.692,-0.04,2.02,0.743,0.418,1,-0.086,0.0,0,,0.0,0,0.547,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111510,Borrower-11510,16.8,705.0,-5.0,15,-0.52,0,0.062,-0.059,2.62,0.945,0.171,1,0.059,0.0,0,,0.0,1,0.323,0,0,0.0,0,0.0001,oot
Microfinance,LN111511,Borrower-11511,205.3,779.0,8.0,0,-0.2,0,0.09,-0.05,1.3,0.661,0.728,0,-0.009,0.0,0,,0.0,0,-0.189,0,0,0.179,0,0.0,oot
Retail Secured,LN111512,Borrower-11512,34.7,832.0,-4.0,35,0.13,0,0.489,-0.191,1.45,0.777,0.173,1,0.218,0.046,0,,0.0,0,0.739,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111513,Borrower-11513,29.9,640.0,-39.0,0,0.54,0,0.25,0.04,1.61,0.485,0.189,0,-0.075,0.0,0,,0.692,0,-0.397,0,0,0.0,1,0.7966,oot
Retail Unsecured,LN111514,Borrower-11514,9.5,733.0,9.0,0,-0.21,2,0.753,-0.051,2.2,0.779,0.29,3,0.421,0.0,0,,0.0,0,0.389,0,0,0.0,0,0.003,oot
Retail Secured,LN111515,Borrower-11515,22.2,705.0,18.0,0,0.54,1,0.333,-0.124,1.64,0.588,0.521,1,-0.13,0.048,0,,0.0,0,0.154,0,0,0.0,0,0.0001,oot
Microfinance,LN111516,Borrower-11516,53.9,710.0,19.0,0,1.18,0,0.167,-0.132,1.91,0.631,0.015,1,-0.448,0.0,0,,0.0,0,-0.007,0,0,0.0,0,0.0,oot
Retail Secured,LN111517,Borrower-11517,24.9,672.0,-21.0,5,1.06,0,0.268,-0.022,1.95,0.371,0.117,0,-0.241,0.053,0,,0.0,0,0.306,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111518,Borrower-11518,13.9,757.0,11.0,0,0.63,0,0.357,0.27,1.44,0.843,0.337,1,0.062,0.0,0,,0.0,0,-0.003,0,0,0.0,0,0.0003,oot
Retail Secured,LN111519,Borrower-11519,17.9,754.0,28.0,0,0.5,0,0.812,-0.055,1.76,0.95,0.446,0,-0.507,-0.043,0,,0.0,0,0.231,0,0,0.0,0,0.0,oot
Retail Secured,LN111520,Borrower-11520,91.0,854.0,46.0,0,-1.06,1,0.333,0.092,0.99,0.831,0.294,3,0.236,-0.038,0,,0.0,0,0.189,0,0,0.0,0,0.0,oot
Retail Unsecured,LN111521,Borrower-11521,51.1,642.0,9.0,15,0.21,0,0.43,0.126,2.66,0.852,0.212,0,-0.293,0.0,0,,0.0,0,-0.269,0,0,0.0,0,0.0,oot
Mid Corporate,LN111522,Borrower-11522,44.1,619.0,18.0,15,-1.08,0,0.643,-0.069,2.09,0.808,0.466,1,0.191,0.0,0,1.77,0.0,0,0.015,0,0,0.44,0,0.0,oot
Retail Unsecured,LN111523,Borrower-11523,39.8,828.0,-18.0,0,1.02,1,0.35,0.019,2.47,0.611,0.212,1,0.574,0.0,0,,0.0,0,-0.118,0,0,0.0,0,0.0118,oot
Mid Corporate,LN111524,Borrower-11524,6.7,712.0,-20.0,15,0.29,1,0.51,-0.139,1.77,0.652,0.117,2,-0.002,0.0,0,4.65,0.0,0,0.466,0,0,0.0,0,0.0006,oot
SME,LN111525,Borrower-11525,33.1,690.0,18.0,5,1.13,0,0.146,-0.281,1.49,0.908,0.907,0,-0.117,0.0,1,1.86,0.0,1,-0.241,1,0,0.053,0,0.6488,oot
Retail Unsecured,LN111526,Borrower-11526,79.4,725.0,-37.0,35,1.18,0,0.571,0.006,0.71,0.925,0.364,1,-0.33,0.0,0,,0.0,0,-0.423,0,0,0.0,0,0.7454,oot
SME,LN111527,Borrower-11527,18.4,638.0,3.0,0,0.44,0,0.213,-0.003,1.41,0.884,0.491,0,0.094,0.0,2,3.54,0.0,0,-0.073,2,0,0.106,0,0.1061,oot
SME,LN111528,Borrower-11528,71.9,736.0,26.0,0,-0.68,0,0.524,-0.087,1.62,0.67,0.157,0,-0.06,0.0,0,5.35,0.0,0,-0.02,1,0,0.113,0,0.0,oot
SME,LN111529,Borrower-11529,44.7,711.0,13.0,0,-2.24,0,0.837,0.142,1.31,0.957,0.462,1,0.178,0.0,3,4.64,0.0,0,-0.486,0,0,0.097,0,0.0006,oot
